Year,Country,Pilgrimage_Type,Total_Pilgrims,Male_Percentage,Female_Percentage,Average_Age,Average_Travel_Cost_USD,Visa_Approval_Rate,Flights_Arranged,Hotels_Booked,Satisfaction_Rating,Economic_Impact_USD
2022,Norway,Umrah,412466,52.23,47.77,52.5,2228.66,77.99,329,189,4.35,585350879.3
2022,Norway,Ziyarat,465477,64.72,35.28,38.2,11697.65,74.22,254,116,3.07,5253706652.63
2022,Denmark,Hajj,492752,55.24,44.76,37.8,5024.1,88.43,118,110,4.36,2054074698.2
2022,Denmark,Umrah,419016,64.65,35.35,45.3,11720.72,70.78,51,224,3.11,5299002594.08
2022,Denmark,Ziyarat,273061,57.65,42.35,28.6,2757.32,74.68,345,44,4.6,609681748.46
2022,Belgium,Hajj,462274,50.5,49.5,47.0,11751.77,73.42,380,75,4.14,6951682293.98
2022,Belgium,Umrah,203761,51.43,48.57,44.8,4235.49,81.63,121,34,4.61,1229172112.31
2022,Belgium,Ziyarat,222761,62.67,37.33,57.3,10220.6,70.92,212,62,4.8,1595117175.41
2022,Switzerland,Hajj,359603,64.76,35.24,53.9,7242.37,90.73,92,241,4.16,3489812287.12
2022,Switzerland,Umrah,310815,62.45,37.55,47.7,4759.56,75.43,360,236,3.1,1855248411.41
2022,Switzerland,Ziyarat,18562,54.66,45.34,57.2,4558.76,95.34,369,108,4.2,97170938.98
2022,Austria,Hajj,62264,46.64,53.36,44.7,3037.33,75.67,162,117,4.06,212769147.76
2022,Austria,Umrah,130303,51.59,48.41,50.5,2285.21,94.95,379,57,4.53,241006580.64
2022,Austria,Ziyarat,29940,58.36,41.64,54.7,11497.54,97.26,168,220,3.55,484535364.85
2023,Pakistan,Hajj,435158,63.47,36.53,42.9,10592.44,97.57,152,131,3.1,6132777278.03
2023,Pakistan,Umrah,264929,60.08,39.92,30.2,6996.73,73.55,345,28,4.17,2520778890.7
2023,Pakistan,Ziyarat,221068,61.17,38.83,51.8,6738.27,76.78,260,283,3.93,757929973.41
2023,Saudi Arabia,Hajj,437759,46.1,53.9,35.0,3490.4,89.52,45,108,4.7,2019725906.53
2023,Saudi Arabia,Umrah,278357,51.06,48.94,46.3,3781.0,87.83,194,173,3.67,749797482.47
2023,Saudi Arabia,Ziyarat,177949,56.25,43.75,53.6,4036.91,71.16,364,58,3.69,488239743.79
2023,India,Hajj,67630,52.97,47.03,29.8,5233.47,92.38,215,117,3.71,454729608.2
2023,India,Umrah,395452,57.93,42.07,52.4,6976.04,90.82,78,247,4.55,3889348550.66
2023,India,Ziyarat,474550,61.94,38.06,35.6,1619.47,88.35,370,290,3.98,513808955.63
2023,Indonesia,Hajj,479530,61.5,38.5,36.6,5755.09,86.52,147,239,3.59,3648421924.38
2023,Indonesia,Umrah,18111,50.25,49.75,35.4,9293.34,86.61,478,212,3.97,138651052.3
2023,Indonesia,Ziyarat,373496,49.55,50.45,44.3,11990.83,95.72,397,209,3.26,4453462165.0
2023,Malaysia,Hajj,365449,55.8,44.2,29.6,8519.49,77.92,325,176,3.01,3059004963.58
2023,Malaysia,Umrah,132782,62.36,37.64,56.8,11404.31,95.57,406,118,3.17,1561464132.97
2023,Malaysia,Ziyarat,292970,54.76,45.24,31.0,8614.18,86.32,62,28,4.22,2710314015.84
2023,Turkey,Hajj,339543,63.36,36.64,30.0,11275.39,94.14,197,298,3.6,2109326389.96
2023,Turkey,Umrah,101521,50.75,49.25,35.0,5110.98,95.28,390,281,3.52,422673018.53
2023,Turkey,Ziyarat,377894,63.08,36.92,40.2,11794.11,80.08,27,125,3.15,2369894864.51
2023,Bangladesh,Hajj,388663,45.19,54.81,37.5,8643.12,74.42,319,46,4.69,3334947536.05
2023,Bangladesh,Umrah,127179,50.33,49.67,39.3,9165.19,75.21,231,200,4.97,1051910148.74
2023,Bangladesh,Ziyarat,54061,56.79,43.21,30.7,4462.31,94.64,312,66,3.15,208275321.29
2023,Egypt,Hajj,31763,52.45,47.55,38.7,11987.57,81.13,487,241,4.25,495705354.42
2023,Egypt,Umrah,124209,50.87,49.13,32.2,8821.52,79.32,369,191,4.85,1326542910.95
2023,Egypt,Ziyarat,340078,53.4,46.6,51.3,8485.98,92.57,272,116,4.83,3722633857.92
2023,Nigeria,Hajj,107535,50.93,49.07,38.9,4928.86,77.31,26,97,4.63,272498311.26
2023,Nigeria,Umrah,466185,59.17,40.83,41.8,7343.06,83.21,71,276,4.85,3459426193.63
2023,Nigeria,Ziyarat,467533,52.51,47.49,42.6,6825.55,75.98,417,246,4.39,2049691356.55
2023,Iran,Hajj,316934,58.53,41.47,42.5,11912.65,81.74,481,265,3.42,4580788575.01
2023,Iran,Umrah,96081,45.64,54.36,29.7,7150.42,79.75,432,173,4.12,865573350.94
2023,Iran,Ziyarat,457755,55.41,44.59,50.3,7219.41,81.18,477,19,4.44,2358970711.73
2023,Iraq,Hajj,299941,48.59,51.41,42.9,4150.24,97.71,145,282,4.98,1066784239.95
2023,Iraq,Umrah,132113,46.84,53.16,54.8,10470.69,98.15,77,27,4.79,1458026870.16
2023,Iraq,Ziyarat,30895,62.55,37.45,53.8,8552.88,70.05,94,64,4.86,307642792.13
2023,Afghanistan,Hajj,279237,56.97,43.03,28.7,5377.96,76.64,357,42,4.2,1616806836.84
2023,Afghanistan,Umrah,481232,53.74,46.26,51.8,1822.34,94.62,410,206,4.58,1069623489.2
2023,Afghanistan,Ziyarat,429555,61.33,38.67,52.0,2267.75,91.49,126,219,4.4,1301860230.38
2023,United Arab Emirates,Hajj,331696,59.02,40.98,29.8,2631.29,92.76,124,212,3.06,1231295516.33
2023,United Arab Emirates,Umrah,255408,51.97,48.03,54.9,4964.3,73.42,190,110,3.91,1802603642.19
2023,United Arab Emirates,Ziyarat,32442,51.52,48.48,34.4,11987.19,89.46,435,273,3.15,427260138.32
2023,Qatar,Hajj,434112,54.67,45.33,49.5,7298.39,74.57,390,95,3.73,4539531591.78
2023,Qatar,Umrah,313935,63.73,36.27,50.1,7559.65,74.72,239,24,4.56,2860836064.16
2023,Qatar,Ziyarat,299481,49.52,50.48,31.0,5536.84,96.63,70,175,3.64,1365738174.63
2023,Kuwait,Hajj,34925,47.16,52.84,48.9,9209.69,70.33,292,207,3.18,481904002.88
2023,Kuwait,Umrah,353386,46.43,53.57,53.5,10207.89,83.7,444,207,4.98,5178810323.18
2023,Kuwait,Ziyarat,142644,55.91,44.09,51.2,5080.31,91.72,131,207,3.75,603681895.48
2023,Jordan,Hajj,439076,60.62,39.38,35.9,4497.18,80.22,246,118,3.5,2473163740.39
2023,Jordan,Umrah,243378,57.48,42.52,46.5,4396.43,82.92,247,122,4.03,906275720.14
2023,Jordan,Ziyarat,158538,57.68,42.32,38.7,6733.18,88.56,108,277,3.46,1484305825.23
2023,Morocco,Hajj,182027,54.9,45.1,38.6,4754.73,80.91,451,32,3.34,1100350200.12
2023,Morocco,Umrah,253786,63.2,36.8,42.4,2014.49,70.81,143,151,3.9,582026578.18
2023,Morocco,Ziyarat,305915,59.36,40.64,52.0,7632.24,89.24,213,297,4.3,1965060471.11
2023,Algeria,Hajj,360917,63.86,36.14,41.8,11922.57,85.65,185,235,3.99,5324834304.07
2023,Algeria,Umrah,486793,45.72,54.28,48.1,2112.96,72.53,211,59,3.89,721005464.1
2023,Algeria,Ziyarat,242425,53.65,46.35,56.8,1832.93,87.15,87,260,4.14,261607207.32
2023,Tunisia,Hajj,112665,46.18,53.82,44.0,9721.18,72.73,78,204,4.63,1327749358.66
2023,Tunisia,Umrah,421793,59.91,40.09,46.0,7309.12,87.47,239,192,4.79,2820084424.28
2023,Tunisia,Ziyarat,303475,61.23,38.77,51.6,3108.94,76.78,28,289,4.98,939923356.1
2023,Libya,Hajj,202020,56.62,43.38,52.8,4782.23,71.46,191,269,4.83,1246729264.71
2023,Libya,Umrah,177454,54.37,45.63,53.3,11278.9,89.1,470,267,3.25,2823644786.79
2023,Libya,Ziyarat,346094,55.11,44.89,41.7,3171.01,94.47,207,160,3.53,1119324859.85
2023,Sudan,Hajj,178946,48.84,51.16,45.5,3088.82,95.63,39,18,4.04,559372088.88
2023,Sudan,Umrah,278997,51.23,48.77,55.2,9871.46,90.46,301,261,3.6,2156838607.87
2023,Sudan,Ziyarat,318100,62.97,37.03,54.4,3085.03,72.37,364,16,4.97,511845404.76
2023,Somalia,Hajj,179719,56.69,43.31,52.4,9660.55,75.21,75,247,3.15,1021500496.17
2023,Somalia,Umrah,448225,56.28,43.72,38.9,3626.18,87.26,159,151,3.41,1947237582.14
2023,Somalia,Ziyarat,138789,50.47,49.53,33.6,2290.14,85.31,92,67,4.82,203173290.35
2023,Yemen,Hajj,199320,53.08,46.92,28.5,11062.66,89.62,447,169,3.16,3180994134.37
2023,Yemen,Umrah,249805,55.35,44.65,40.8,5366.56,92.76,462,126,3.84,1090841920.91
2023,Yemen,Ziyarat,301756,55.01,44.99,49.2,9532.39,93.31,23,249,4.69,2624980072.22
2023,United States,Hajj,296690,55.47,44.53,50.3,4366.62,97.22,113,176,4.91,1641661211.72
2023,United States,Umrah,284387,63.79,36.21,57.3,4883.95,92.24,254,225,3.89,2061565671.33
2023,United States,Ziyarat,228019,49.25,50.75,48.2,9754.25,75.87,117,219,4.92,2482331051.47
2023,United Kingdom,Hajj,264297,60.23,39.77,45.2,3830.97,82.33,356,117,4.34,677767281.31
2023,United Kingdom,Umrah,182185,46.9,53.1,28.7,7261.08,76.51,63,268,4.84,1849748291.09
2023,United Kingdom,Ziyarat,28953,57.02,42.98,34.0,10061.83,85.16,293,109,4.52,216081796.65
2023,Canada,Hajj,344624,47.19,52.81,53.3,2650.73,71.14,156,117,4.14,920173975.75
2023,Canada,Umrah,428588,49.89,50.11,28.6,4911.0,81.56,270,104,3.01,2685921361.88
2023,Canada,Ziyarat,142596,46.95,53.05,33.7,6845.91,90.54,468,73,4.49,503087072.23
2023,Australia,Hajj,406311,58.46,41.54,39.1,4892.65,83.38,458,194,3.67,2287022279.26
2023,Australia,Umrah,6920,50.56,49.44,33.4,9485.31,75.32,192,253,4.24,48556058.83
2023,Australia,Ziyarat,251864,59.66,40.34,51.7,11524.03,92.9,65,69,4.9,3058316190.17
2023,Germany,Hajj,218315,59.67,40.33,54.8,3211.68,91.04,70,178,4.51,851155194.21
2023,Germany,Umrah,481608,54.94,45.06,39.8,5410.98,88.21,238,11,3.76,3566732501.25
2023,Germany,Ziyarat,223347,57.06,42.94,49.5,10998.94,74.25,333,220,4.99,1612214212.3
2023,France,Hajj,202354,56.03,43.97,38.1,10508.44,74.43,174,41,3.45,2334169980.84
2023,France,Umrah,420052,64.78,35.22,33.9,9958.91,72.78,365,25,4.9,4826968902.77
2023,France,Ziyarat,388336,59.43,40.57,35.4,10018.11,79.03,82,109,4.39,2947270273.42
2023,Italy,Hajj,319529,59.52,40.48,31.0,9433.1,73.2,361,100,3.55,3242016706.41
2023,Italy,Umrah,383240,57.15,42.85,55.9,3085.3,88.95,187,255,3.02,1506017837.94
2023,Italy,Ziyarat,11857,55.48,44.52,34.2,7877.37,85.58,442,178,3.16,88691765.96
2023,Spain,Hajj,239027,49.41,50.59,48.4,4820.26,79.94,346,294,4.53,935718651.03
2023,Spain,Umrah,203345,50.52,49.48,43.3,4145.27,96.18,362,169,4.19,622699968.76
2023,Spain,Ziyarat,373635,51.57,48.43,30.9,7209.33,94.95,364,77,4.21,2406617407.63
2023,China,Hajj,124180,64.97,35.03,52.2,5173.63,85.73,440,54,3.07,821500587.47
2023,China,Umrah,293485,47.49,52.51,53.6,10255.14,81.28,271,244,3.92,1816219134.15
2023,China,Ziyarat,160776,49.19,50.81,49.9,2561.53,95.92,457,61,4.24,534324374.16
2023,Japan,Hajj,411201,56.03,43.97,29.8,8911.39,81.11,185,299,4.98,3995630893.92
2023,Japan,Umrah,115463,50.21,49.79,36.6,3198.68,94.64,468,203,4.67,367013241.28
2023,Japan,Ziyarat,141529,60.96,39.04,39.3,6300.34,98.11,342,129,3.97,447146716.15
2023,South Korea,Hajj,345380,58.61,41.39,29.5,2133.69,74.62,490,87,3.87,751214181.97
2023,South Korea,Umrah,437457,60.64,39.36,30.7,2338.39,78.9,353,80,4.0,915312907.2
2023,South Korea,Ziyarat,86927,53.37,46.63,52.4,8306.94,97.07,281,284,4.16,832471722.12
2023,Russia,Hajj,385443,62.5,37.5,49.1,8718.73,71.64,20,177,4.63,2463136548.04
2023,Russia,Umrah,418647,55.77,44.23,48.8,10286.96,86.92,291,167,4.93,2560929134.13
2023,Russia,Ziyarat,343058,59.57,40.43,38.9,9739.84,76.96,178,107,4.94,2446928372.04
2023,Brazil,Hajj,359542,59.42,40.58,50.9,10764.58,85.68,229,63,3.88,3169439755.55
2023,Brazil,Umrah,343876,64.44,35.56,52.3,10755.45,96.95,101,206,4.58,3468559537.02
2023,Brazil,Ziyarat,323932,60.11,39.89,39.2,2037.24,94.44,459,119,4.63,379821951.76
2023,South Africa,Hajj,74459,51.45,48.55,43.0,7031.43,81.51,191,88,3.05,384842750.87
2023,South Africa,Umrah,162752,57.12,42.88,36.4,3384.91,72.12,267,159,4.14,569255837.23
2023,South Africa,Ziyarat,101925,57.63,42.37,55.4,10613.93,95.96,361,238,4.8,877983345.39
2023,Kenya,Hajj,99257,45.67,54.33,47.2,2726.27,83.49,32,259,3.71,349816416.42
2023,Kenya,Umrah,407920,53.8,46.2,33.7,11734.34,80.0,429,236,3.73,3609555774.42
2023,Kenya,Ziyarat,364404,55.55,44.45,44.6,3484.14,80.1,490,27,3.57,832331861.5
2023,Ethiopia,Hajj,40399,64.83,35.17,35.6,6469.87,82.99,343,94,4.22,320108820.81
2023,Ethiopia,Umrah,16531,56.68,43.32,56.3,11886.96,72.95,219,228,3.76,215137492.86
2023,Ethiopia,Ziyarat,211511,45.96,54.04,51.6,7333.8,91.02,392,235,4.44,1417260144.34
2023,Thailand,Hajj,317285,59.29,40.71,42.4,11118.88,86.68,397,291,3.75,4183044109.98
2023,Thailand,Umrah,82892,52.22,47.78,41.0,5925.71,78.27,234,132,4.24,277058714.09
2023,Thailand,Ziyarat,267929,55.38,44.62,37.6,4578.17,91.41,60,298,3.69,1597499284.7
2023,Singapore,Hajj,158085,56.45,43.55,37.1,10354.66,80.15,265,279,4.06,1040523135.16
2023,Singapore,Umrah,423583,58.6,41.4,51.1,5688.22,94.22,425,80,3.19,1744500177.09
2023,Singapore,Ziyarat,262681,50.49,49.51,56.6,9533.16,98.58,67,20,3.37,3288973236.4
2023,Philippines,Hajj,488025,45.77,54.23,36.8,11048.04,82.29,168,207,4.51,5787278260.4
2023,Philippines,Umrah,297043,60.53,39.47,39.9,11023.59,85.82,95,211,4.55,3259063111.69
2023,Philippines,Ziyarat,426007,48.57,51.43,50.1,1766.71,96.86,223,196,3.71,456902493.54
2023,Nepal,Hajj,35193,61.99,38.01,49.1,6402.21,81.74,114,75,3.1,116256049.81
2023,Nepal,Umrah,491674,63.6,36.4,54.4,10200.41,87.06,292,207,3.65,5534789855.72
2023,Nepal,Ziyarat,125580,45.68,54.32,39.3,6831.45,91.22,386,136,4.37,748781172.5
2023,Sri Lanka,Hajj,439700,51.08,48.92,49.5,8952.61,87.25,188,35,4.62,5658735624.13
2023,Sri Lanka,Umrah,71057,45.41,54.59,40.0,9523.11,81.59,160,239,4.95,749232640.15
2023,Sri Lanka,Ziyarat,462910,58.55,41.45,34.6,5396.49,73.03,351,228,3.34,2980445072.33
2023,Uzbekistan,Hajj,280395,62.02,37.98,36.0,10648.32,88.97,57,191,4.97,4329861324.75
2023,Uzbekistan,Umrah,435205,57.72,42.28,51.4,3185.28,83.02,490,107,3.04,733284264.74
2023,Uzbekistan,Ziyarat,143227,58.46,41.54,31.5,2147.76,81.16,227,217,3.64,233157438.71
2023,Kazakhstan,Hajj,139123,51.55,48.45,38.4,9511.55,85.5,372,39,3.31,1787996945.54
2023,Kazakhstan,Umrah,108666,51.42,48.58,56.1,5993.81,90.02,191,199,3.28,937606319.76
2023,Kazakhstan,Ziyarat,194404,55.76,44.24,52.7,9107.51,73.71,367,233,4.79,2336242645.4
2023,Azerbaijan,Hajj,98724,45.13,54.87,57.5,3290.42,89.12,469,68,3.34,198710712.27
2023,Azerbaijan,Umrah,483340,45.68,54.32,43.9,8363.18,92.02,110,198,4.72,2710624178.54
2023,Azerbaijan,Ziyarat,197894,58.24,41.76,50.1,9254.22,73.21,269,70,3.56,1300098981.61
2023,Bosnia and Herzegovina,Hajj,338275,55.14,44.86,41.5,4099.23,72.87,442,200,3.85,1173342652.85
2023,Bosnia and Herzegovina,Umrah,460510,61.76,38.24,58.0,4885.24,94.43,267,270,4.69,1481801106.42
2023,Bosnia and Herzegovina,Ziyarat,336451,49.58,50.42,46.7,8900.85,91.49,81,57,4.54,3455345116.87
2023,Netherlands,Hajj,229800,55.85,44.15,53.9,11654.42,91.7,145,209,4.25,2789475421.76
2023,Netherlands,Umrah,276910,47.27,52.73,54.5,7961.99,93.1,89,85,3.1,1637800435.07
2023,Netherlands,Ziyarat,387185,57.21,42.79,42.8,10298.13,96.1,383,139,4.47,4546007596.88
2023,Sweden,Hajj,230074,59.94,40.06,34.1,2009.38,72.88,202,77,3.6,458237254.84
2023,Sweden,Umrah,425205,45.74,54.26,54.9,11564.05,82.1,53,231,3.3,6327622249.9
2023,Sweden,Ziyarat,385243,54.79,45.21,56.6,4154.45,77.72,383,24,4.85,1118317938.36
2023,Norway,Hajj,91597,58.97,41.03,33.7,4824.52,73.95,266,143,3.56,546351892.8
2023,Norway,Umrah,297763,64.1,35.9,49.7,8795.59,90.13,436,195,3.59,2095442246.23
2023,Norway,Ziyarat,17349,55.02,44.98,54.7,10396.56,73.4,330,71,3.53,153204618.17
2023,Denmark,Hajj,15267,64.66,35.34,48.0,2693.16,77.63,457,69,4.7,28160117.65
2023,Denmark,Umrah,148218,46.28,53.72,45.4,5591.47,72.85,311,66,4.8,900061008.68
2023,Denmark,Ziyarat,291066,61.15,38.85,51.6,2862.9,81.52,396,121,3.21,1110826532.57
2023,Belgium,Hajj,40569,64.03,35.97,41.5,2937.1,89.4,492,13,4.39,155297502.46
2023,Belgium,Umrah,87943,64.67,35.33,39.6,11547.17,87.84,321,37,3.61,1345808544.55
2023,Belgium,Ziyarat,260075,61.73,38.27,44.5,2567.87,87.85,482,287,3.07,896102213.63
2023,Switzerland,Hajj,35772,52.6,47.4,44.5,10678.55,80.08,60,203,3.17,199281538.77
2023,Switzerland,Umrah,215607,55.51,44.49,54.3,6734.6,76.43,394,234,3.02,1703640586.13
2023,Switzerland,Ziyarat,220739,48.35,51.65,42.8,2030.41,71.06,334,150,4.63,616803056.35
2023,Austria,Hajj,218682,54.55,45.45,39.8,2922.43,86.81,22,50,4.35,571187904.49
2023,Austria,Umrah,103373,60.83,39.17,55.1,2410.43,94.55,243,290,4.53,309493910.42
2023,Austria,Ziyarat,23018,50.91,49.09,54.9,3364.47,85.52,359,257,3.79,41811857.13
2024,Pakistan,Hajj,424520,55.19,44.81,37.0,3630.58,82.21,64,69,3.85,876387897.18
2024,Pakistan,Umrah,226554,51.37,48.63,46.1,8586.32,84.45,314,49,4.34,1211274695.37
2024,Pakistan,Ziyarat,442351,63.93,36.07,37.1,1771.23,71.85,462,110,4.45,855475949.83
2024,Saudi Arabia,Hajj,255574,55.39,44.61,35.6,11986.06,77.74,75,38,4.25,3096865074.96
2024,Saudi Arabia,Umrah,488941,55.06,44.94,57.5,11606.51,77.88,391,246,4.51,7244595206.68
2024,Saudi Arabia,Ziyarat,239515,64.15,35.85,38.9,1987.53,98.14,314,250,3.51,432671821.03
2024,India,Hajj,464373,56.6,43.4,43.6,5449.49,94.7,271,265,3.89,2168223672.04
2024,India,Umrah,141997,47.26,52.74,41.9,7588.96,90.46,83,45,4.47,680348882.66
2024,India,Ziyarat,18574,62.21,37.79,40.6,3784.2,79.04,403,69,3.69,73097438.78
2024,Indonesia,Hajj,181784,57.04,42.96,43.8,11702.09,93.67,172,27,4.03,1769468938.26
2024,Indonesia,Umrah,455618,53.12,46.88,33.9,7954.74,98.82,346,180,4.1,3000412539.17
2024,Indonesia,Ziyarat,227858,62.29,37.71,33.4,10949.46,74.39,240,284,4.3,2035179707.18
2024,Malaysia,Hajj,37398,58.05,41.95,29.6,4576.01,83.37,153,125,3.1,100400086.91
2024,Malaysia,Umrah,486574,52.46,47.54,32.5,11770.59,86.95,175,252,4.01,8342094486.38
2024,Malaysia,Ziyarat,126089,46.83,53.17,31.1,7000.26,89.92,320,134,4.39,762164276.28
2024,Turkey,Hajj,163095,57.39,42.61,40.5,9820.6,97.5,409,267,4.18,2187879028.18
2024,Turkey,Umrah,161173,62.82,37.18,43.1,9687.72,75.43,300,62,4.27,1546821937.5
2024,Turkey,Ziyarat,258113,46.73,53.27,35.2,7345.94,90.58,483,136,3.19,1537911064.1
2024,Bangladesh,Hajj,147089,61.78,38.22,49.1,7418.73,95.8,118,272,4.43,705613843.51
2024,Bangladesh,Umrah,57995,52.17,47.83,28.6,6109.76,76.5,412,145,3.94,250144783.74
2024,Bangladesh,Ziyarat,456382,60.17,39.83,32.6,11396.11,87.19,466,164,3.44,5777480157.21
2024,Egypt,Hajj,434659,48.33,51.67,36.5,5729.35,88.71,86,131,4.71,1434654622.35
2024,Egypt,Umrah,92524,60.99,39.01,37.6,6877.92,91.57,201,287,3.26,750574328.75
2024,Egypt,Ziyarat,93979,51.33,48.67,37.8,11135.36,70.38,29,289,3.84,1256543109.9
2024,Nigeria,Hajj,456965,55.72,44.28,57.4,4053.92,97.75,102,15,4.27,1756751483.1
2024,Nigeria,Umrah,111246,61.63,38.37,50.4,8384.09,74.99,455,287,3.0,561291013.74
2024,Nigeria,Ziyarat,44454,62.43,37.57,39.7,6868.98,97.65,352,221,4.99,196077034.3
2024,Iran,Hajj,193155,48.88,51.12,39.2,5757.43,78.97,341,245,4.36,769477891.02
2024,Iran,Umrah,285051,58.57,41.43,33.0,9404.25,76.84,172,82,3.08,2606248750.49
2024,Iran,Ziyarat,202953,61.85,38.15,36.0,5626.8,78.64,277,293,3.2,1116965950.94
2024,Iraq,Hajj,452657,53.34,46.66,48.1,5776.42,85.89,309,147,3.53,2195689993.74
2024,Iraq,Umrah,459110,55.42,44.58,57.6,1860.44,83.37,345,50,3.67,1108889690.14
2024,Iraq,Ziyarat,343912,45.38,54.62,51.2,4155.8,81.12,489,193,3.61,848331829.15
2024,Afghanistan,Hajj,318667,60.4,39.6,31.6,11247.77,89.81,194,12,4.77,3327401369.88
2024,Afghanistan,Umrah,402068,64.11,35.89,35.7,10502.82,92.43,49,279,4.9,5674977782.04
2024,Afghanistan,Ziyarat,467341,47.11,52.89,43.0,10113.08,98.93,269,253,3.42,6195571419.16
2024,United Arab Emirates,Hajj,281986,63.51,36.49,33.1,10411.34,82.13,118,39,4.7,4314587996.1
2024,United Arab Emirates,Umrah,52018,59.25,40.75,41.5,6993.04,93.6,129,141,4.41,329438988.06
2024,United Arab Emirates,Ziyarat,414875,46.66,53.34,43.7,7583.3,84.84,144,162,4.47,2058239143.08
2024,Qatar,Hajj,179099,58.32,41.68,46.4,8140.15,76.52,175,28,4.57,1735055294.97
2024,Qatar,Umrah,253158,63.93,36.07,48.3,2500.92,75.42,367,174,3.95,782734551.81
2024,Qatar,Ziyarat,121304,57.79,42.21,28.2,8845.21,76.92,412,29,4.39,1347648672.84
2024,Kuwait,Hajj,44916,48.14,51.86,49.5,7091.57,78.54,98,122,3.36,432684201.57
2024,Kuwait,Umrah,476511,52.88,47.12,31.1,4921.18,82.04,494,77,3.81,2028455126.23
2024,Kuwait,Ziyarat,24012,48.76,51.24,55.5,8110.75,79.11,307,258,3.99,228473325.65
2024,Jordan,Hajj,119140,47.04,52.96,33.7,9912.61,75.31,417,162,4.94,1208021903.71
2024,Jordan,Umrah,84548,50.26,49.74,44.3,2811.85,92.78,243,43,4.0,305066394.15
2024,Jordan,Ziyarat,41395,50.01,49.99,30.0,4964.63,98.1,468,258,3.96,165504146.63
2024,Morocco,Hajj,384355,60.91,39.09,42.5,10753.88,91.34,465,194,3.79,4826408191.29
2024,Morocco,Umrah,191576,51.04,48.96,30.3,10471.08,74.41,460,115,3.16,2331700174.86
2024,Morocco,Ziyarat,238172,45.21,54.79,29.5,10249.48,76.95,440,179,3.62,1390918737.55
2024,Algeria,Hajj,407665,49.06,50.94,56.0,7035.52,72.9,270,22,3.65,2243467334.02
2024,Algeria,Umrah,407592,55.58,44.42,34.9,2915.63,95.83,371,267,4.64,1574131665.52
2024,Algeria,Ziyarat,499195,45.09,54.91,55.3,9487.29,73.11,44,175,4.26,3325609876.87
2024,Tunisia,Hajj,358107,46.92,53.08,56.9,10885.23,88.84,330,237,3.65,3398043420.47
2024,Tunisia,Umrah,197765,45.12,54.88,28.1,7692.77,78.45,78,128,4.13,1740968059.99
2024,Tunisia,Ziyarat,439440,61.62,38.38,49.8,2829.11,89.32,495,154,3.69,852628418.02
2024,Libya,Hajj,42261,52.71,47.29,47.9,2410.3,88.66,114,239,4.64,140000130.49
2024,Libya,Umrah,154155,48.62,51.38,32.3,5627.48,72.87,225,297,4.94,848127362.61
2024,Libya,Ziyarat,226453,58.78,41.22,30.4,7241.46,92.42,279,200,4.33,924782225.53
2024,Sudan,Hajj,442219,49.31,50.69,41.4,11754.52,93.78,410,113,4.72,5819477374.65
2024,Sudan,Umrah,165822,45.86,54.14,40.1,2138.2,78.97,138,70,4.56,359292908.42
2024,Sudan,Ziyarat,275231,56.66,43.34,44.8,7193.7,73.58,120,260,3.63,1868719599.4
2024,Somalia,Hajj,250579,46.35,53.65,47.5,6779.83,86.41,346,158,4.55,1244182782.68
2024,Somalia,Umrah,425525,60.15,39.85,42.4,9234.55,95.52,175,249,3.85,5878822853.89
2024,Somalia,Ziyarat,489814,47.04,52.96,44.4,8344.37,74.44,151,231,4.76,6052858161.81
2024,Yemen,Hajj,358673,59.75,40.25,39.3,11934.83,89.23,288,140,4.34,6375746224.59
2024,Yemen,Umrah,308666,61.53,38.47,33.3,5423.79,79.06,263,209,3.89,2423941260.31
2024,Yemen,Ziyarat,195791,56.16,43.84,53.2,9510.54,73.44,184,128,3.55,1575190125.07
2024,United States,Hajj,174147,60.99,39.01,55.1,5613.57,86.33,294,268,4.91,1381263303.68
2024,United States,Umrah,277311,45.38,54.62,47.3,1849.23,97.86,201,281,4.71,488613641.16
2024,United States,Ziyarat,393694,57.67,42.33,52.9,10984.87,81.38,454,19,4.08,4197454657.8
2024,United Kingdom,Hajj,340973,47.06,52.94,36.0,10076.01,84.62,241,199,3.63,2939367728.62
2024,United Kingdom,Umrah,489909,50.91,49.09,36.0,8393.75,81.32,29,278,4.21,5153902608.64
2024,United Kingdom,Ziyarat,253185,62.92,37.08,40.3,8958.1,96.36,225,242,4.02,2677750101.29
2024,Canada,Hajj,398218,59.07,40.93,29.0,2713.58,92.51,305,96,4.18,1474397439.24
2024,Canada,Umrah,286642,63.12,36.88,40.6,2705.62,94.33,452,216,4.04,1022717838.29
2024,Canada,Ziyarat,342835,54.48,45.52,53.8,4358.37,70.38,163,239,4.91,1176448740.82
2024,Australia,Hajj,437320,61.28,38.72,51.9,6063.7,76.28,283,262,4.28,1830272543.22
2024,Australia,Umrah,423317,52.6,47.4,40.4,5192.66,87.5,100,210,4.64,2014801126.81
2024,Australia,Ziyarat,149729,61.23,38.77,47.3,9871.03,75.52,264,210,4.6,866285965.56
2024,Germany,Hajj,377947,48.19,51.81,45.3,8279.88,85.24,236,113,3.95,2493399955.18
2024,Germany,Umrah,362879,64.8,35.2,38.3,4565.72,71.52,383,153,3.99,1004222966.07
2024,Germany,Ziyarat,411757,53.33,46.67,29.0,4177.34,75.83,303,89,3.83,1596259005.43
